id,a,e,i,spec_B
a0000199,3.165695986291986,.1803174391603301,15.48102087754679,X
a0000200,2.740229642926887,.131892584449663,6.892692576671023,Ch
a0000201,2.679821434098326,.1797542771882241,5.754212998233888,X
a0000205,2.777709294623822,.03616130738485205,10.69505574379319,Ch
a0000206,2.741163845029077,.03819099944228885,3.778692994857364,C
a0000207,2.283614902924909,.0289485027527264,3.803286447308202,Ch
a0000208,2.892140981036559,.01227707445639486,1.745380802865123,Sk
a0000209,3.147456335587315,.05637637129320391,7.170147313881221,Xc
a0000210,2.72206261275223,.1236348263685876,5.259841496654178,Cb
a0000211,3.040848688241124,.160731280864137,3.886319972761601,Ch
a0000213,2.752512724221684,.144795999279169,6.801178719408871,B
a0000214,2.610787657924717,.03109384853101772,3.435962119385689,Xc
a0000216,2.793772620839401,.2509091006741018,13.11298700551144,Xe
a0000221,3.010967444252915,.1042781750066008,10.87905290836612,K
a0000226,2.711776061896482,.2038637970113612,15.96935572240533,S
a0000228,2.201790673086857,.2420271606510889,2.536220990945153,S
a0000230,2.382303148801977,.06158372081178713,9.450957465378288,Sl
a0000233,2.660010420374028,.09895647593954122,7.690881448044267,K
a0000234,2.385936885234098,.2454277876069205,15.37221649735775,Ld
a0000236,2.797464141520094,.1908261969137335,7.694642610844821,L
a0000237,2.76329712054073,.07110741501511746,9.747882092905416,S
a0000238,2.907010896586164,.08958052221375364,12.41114396782227,Ch
a0000240,2.663769293833469,.207570507122796,2.105526175148159,C
a0000241,3.049875429459829,.102761153434565,5.505041918569985,B
a0000242,2.860763957248385,.1215433784633293,11.35194198443942,Xc
a0000243,2.8606930814042,.04299574429802967,1.130194321967564,S
a0000244,2.174350707801855,.1369482680517751,2.845253551018618,Sa
a0000245,3.096343732096223,.196465351715519,5.178866306154109,S
a0000246,2.693791385302661,.1098409094503346,15.62089759565052,A
a0000247,2.740643845857035,.2450096965677417,24.95242620832824,Xc
a0000250,3.142700416457756,.1350850857569472,12.82049318820928,Xk
a0000253,2.648975057333826,.2629101450106395,6.738632112216882,Cb
a0000257,3.125705544627223,.1106357286151868,3.615904953937903,Ch
a0000258,2.615531507413228,.2041194016842478,14.3222997673654,S
a0000259,3.132889322623162,.1288441566851987,10.81762957109123,X
a0000261,2.331833576551184,.08887819254674036,3.635933841211387,X
a0000263,2.886862054544482,.07758783919681798,1.320413314811948,S
a0000264,2.796852458191511,.1370921324871384,10.42520403934171,S
a0000266,2.807292038259464,.1539211400456551,13.40304724654355,Ch
a0000267,2.77540680740378,.0986522138147663,6.003219926697196,D
a0000269,2.616242978722024,.2131728443922237,5.477275622550732,Ld
a0000272,2.780253758026546,.02697863605457142,4.434086163118185,X
a0000275,2.769711340507343,.1639304494001878,4.764282526807768,C
a0000278,2.756412754576784,.1317907448119724,7.81738721867458,S
a0000279,4.283402227463066,.04013377479546391,2.335777312180371,X
a0000281,2.187358802943897,.1326752701693698,5.303962169247142,S
a0000282,2.340028260775204,.08036926981445991,9.032814628738034,B
a0000284,2.35823527582459,.2221125571393416,8.057572907158914,Ch
a0000286,3.195584063813196,.02822273062593149,17.897698623,Ch
a0000288,2.761785977583854,.2053926321153688,4.336077435390653,S
a0000289,2.875996942247063,.2012477617870592,6.678776619807365,A
a0000295,2.794518041212615,.1714309929043198,2.708541443791276,S
a0000301,2.726095983583118,.06749743682731552,4.894357646624019,C
a0000304,2.403604093667033,.2216072310276065,15.84561910214977,Xc
a0000306,2.357924743593614,.1507919025975553,7.277327938972727,S
a0000308,2.749537086212404,.04054222260115872,4.360811434829979,T
a0000310,2.76176410925153,.1133293320209976,3.172269763923261,S
a0000312,2.782119422523156,.1595495450230307,9.029081057228765,Sk
a0000317,2.286650303795566,.08507370001969836,1.765677582067669,Xe
a0000321,2.885377376855142,.04666053697468612,2.587287418798432,S
a0000322,2.780799917972389,.2461546839401674,8.054398683284299,X
a0000327,2.775977583439388,.06093912802627172,7.14116230153796,Sl
a0000331,3.029221839415804,.09729609418709979,6.037946873471931,C
a0000332,2.773338151995108,.08788543389183992,2.845232563295158,Xk
a0000335,2.474842107199355,.1727772424805201,5.101117078672384,B
a0000336,2.251446035709403,.09549100265116645,5.653639987418186,Xk
a0000337,2.382994911082152,.1369461038683614,7.853661616462415,X
a0000338,2.911311154660146,.02221723685009999,6.0500317713777,Xk
a0000339,3.013079742099457,.09775276519231384,9.962295709051116,K
a0000342,2.568153793116992,.1292968993852817,7.35266210428383,Ch
a0000345,2.325583447986549,.06113300255994211,9.744103861917786,Ch
a0000346,2.7964728803531,.1019181403664317,8.752262244775366,S
a0000348,2.96800734161741,.07035155077645479,9.758879862484843,X
a0000349,2.922609831522937,.09158907747193022,8.246177556181788,R
a0000352,2.194086493292069,.1496784799470769,3.384806194863014,Sl
a0000353,2.73555087034657,.3276534978727229,5.708192212497034,S
a0000354,2.798632548977549,.1140528158009354,18.39928829671905,Sl
a0000355,2.537376746428855,.1061069619677271,4.282876867467271,S
a0000358,2.876745826533328,.1529207553834571,3.553735842985593,Ch
a0000359,2.727222198849303,.1574331992195935,6.771862544602116,X
a0000360,3.007699198571342,.1759945925936126,11.69433866088308,C
a0000363,2.747942056568738,.07102306588714107,5.947001159862801,X
a0000365,2.801577638278642,.1572807674508552,12.7912204342407,C
a0000366,3.145751653873994,.05600605552023506,10.57668673310938,Ch
a0000371,2.727509923336965,.06474887615567188,7.401166576111063,S
a0000372,3.150140553907852,.2589917578032354,23.82595626988699,B
a0000374,2.780097673394929,.07966818506881009,8.993765468497465,S
a0000375,3.127897914973959,.1053797321609872,15.92968633368769,Xc
a0000376,2.28877272752644,.1721038706203191,5.432401057980069,Sl
a0000377,2.689278346273906,.07794363479388441,6.678633275036132,Ch
a0000378,2.776387093062225,.1302248710644811,7.006094571520574,S
a0000379,3.143382149680087,.1804136098606534,1.669675721424952,C
a0000381,3.225266728089466,.09012288967992668,12.55618810327397,Cb
a0000383,3.139727935354188,.1672097170090664,2.659582234419996,B
a0000384,2.651000428420612,.1485801084031389,5.590465593093016,S
a0000386,2.899545275161502,.1687465476849862,20.2096969232915,C
a0000387,2.741148819158174,.2350672309354058,18.11271723048749,L
a0000388,3.003486445419431,.06555602583082358,6.446024191182703,C
a0000389,2.608283327305152,.06720167761796669,8.121485277505947,S
a0000392,2.882277022615154,.1411717971530496,14.32198292965596,Ch
a0000393,2.779101510143827,.3303789651179789,14.87763442609757,Xc
a0000394,2.763996084907996,.2267184969662336,6.219631925997876,S
a0000395,2.783981966603057,.08515755143097387,3.354588879247866,Ch
a0000396,2.740616925223715,.1602321190807452,2.551108103898652,Xe
a0000397,2.635023628526833,.2473964507087822,12.86314649169982,K
a0000398,2.743276571547238,.2225964304259126,9.542258672865337,C
a0000399,3.054173308972235,.07509840829684457,13.10135874477157,X
a0000402,2.558791205424824,.1119085142382675,11.8312303015527,K
a0000403,2.80874677189296,.09813676066101211,9.158849660823575,S
a0000404,2.594236556667695,.1986517252926867,14.10530449963838,Ch
a0000405,2.585483565877912,.2425326171904119,11.94163483732596,Ch
a0000409,2.575545296470916,.07259087417585748,11.268151850201,Xc
a0000410,2.724259912538743,.2423869365382866,10.96656880170252,Ch
a0000412,2.763192756552469,.04271969162143034,13.76820299996204,C
a0000413,2.585541898900311,.3412646987176217,18.72616772403604,X
a0000414,3.507366132935904,.07246395315355096,9.556404359102514,Cg
a0000416,2.791704753567275,.2181838169764351,12.86312117385682,Sl
a0000417,2.79831696968333,.1359898585137207,6.648538257319315,Xk
a0000423,3.066441100279399,.03588164099802508,11.24426450678053,C
a0000425,2.886808475639493,.0596941509710265,4.047556774262603,C
a0000431,3.139731471898862,.1701010420741626,1.827625149833578,B
a0000432,2.368655920144168,.146156337707624,12.12223088610096,S
a0000434,1.944104209303828,.07374239675963945,22.50883956660048,Xe
a0000441,2.806762589016934,.08010624752591997,8.15924483025335,Xk
a0000442,2.344948751596495,.07101324258673236,6.069625322865638,Ch
a0000443,2.215192327301109,.04080051017849944,4.234976618112185,Sl
a0000444,2.769286299100314,.1756007250477775,10.2769596384065,C
a0000446,2.788538956969089,.1267765875130667,10.62230721254368,A
a0000453,2.183198004909388,.1088478227923309,5.550035175360954,S
a0000456,2.789067705396117,.1788343733965762,14.43869182224817,S
a0000458,2.992953321262749,.2416917140323812,12.65385451224255,L
a0000460,2.716135241152842,.1063022661175894,4.636798687824947,K
a0000462,2.872398803610285,.08799001006151676,3.192670005678403,S
a0000464,2.800234946845439,.2055358777228548,10.17000774168045,C
a0000470,2.405197288939978,.0940032463714696,7.226290810969664,S
a0000471,2.893827046097588,.2286186619007832,15.01716440133764,S
a0000476,2.6507679615651,.07248560368494135,10.92618258100051,X
a0000477,2.41568281361029,.1877241391445746,5.287416136918702,S
a0000478,3.016198754464428,.08286327918201308,13.18342320733555,L
a0000479,2.720197661137945,.2188529743176889,8.682385243032147,C
a0000481,2.740513599584191,.157416403545381,9.844594809516046,Ch
a0000484,2.666794725440612,.05816507519774052,12.51364200036354,S
a0000485,2.74884767873612,.1924855315627264,13.86595088129398,S
a0000490,3.171908236413544,.09373890318918929,9.27821833564626,Ch
a0000491,3.189496346718981,.08724021349436352,18.86353742806057,C
a0000494,2.986421418141444,.06460148081636216,7.084995474823764,Ch
a0000496,2.198598379321384,.07948620647833086,3.791421728474005,S
a0000503,2.723148002691492,.1763372036543757,5.010391839559097,Ch
a0000504,2.722657910593427,.215067900283145,12.89775596817736,X
a0000507,3.154340919268973,.1003930620507447,9.49757019519274,X
a0000509,3.064082398499452,.09545650496937788,15.40821048891123,S
a0000511,3.164880378557866,.1881349692968724,15.93822347666015,C
a0000513,3.013883469812242,.08389464765878032,9.732480366822715,K
a0000515,3.119868673494779,.1753927154783788,2.038492726222429,Cb
a0000516,2.681776410630628,.2720024055391929,12.95697109914119,X
a0000519,2.791492082361763,.1831145204807621,11.01242132971041,S
a0000521,2.740566380684889,.2816207777554096,10.59746137505235,Ch
a0000523,2.966152659958725,.1780967858779153,4.313064978219125,X
a0000527,2.726534940847727,.1501707716308421,9.660135340154849,Cb
a0000531,2.786240366247996,.1972279793970696,33.98966767321365,B
a0000532,2.772546200291445,.1753527018431517,16.31537443687894,S
a0000533,2.97833250142215,.04537357745879288,6.556866093439121,S
a0000534,2.883532786131677,.05854779371652605,3.275141919481473,Sq
a0000539,2.738429096098767,.2131710709774155,6.799199347177297,Ch
a0000541,2.815778799924102,.04984307169196637,6.002483135566031,B
a0000543,3.057054478147271,.1542926678653408,8.479474400482385,Xe
a0000545,3.202996242634669,.1696453725851986,11.20185577279826,Cb
a0000547,2.774735785955337,.2348494496479922,16.85788892435007,Xk
a0000551,2.967778161598646,.1221270703910465,.3965779078164639,C
a0000553,2.230630075581401,.1100577253498839,5.389819344513493,S
a0000554,2.374422896352189,.1533181433390209,2.934718779981087,Ch
a0000555,3.189969811523312,.1496091190884847,2.646050972172461,B
a0000556,2.464368610918264,.1036824878562313,5.246060720639495,S
a0000559,2.7117235540874,.06578706692935225,9.301365147001164,Xk
a0000560,2.749918156005148,.1610655275929233,8.469424072166097,B
a0000563,2.712400824626763,.2358063343710505,10.24300772461095,Sl
a0000564,2.746319680058788,.2776801547236676,17.9937392211268,Xc
a0000569,2.657419587456237,.1812476149203875,1.291436022902227,Cg
a0000570,3.421758548603211,.1185422595882034,1.817008038881136,T
a0000571,2.408931987607567,.2439456810948211,5.227982232149381,S
a0000572,2.400130093178312,.1576204837640884,10.57900375561392,C
a0000578,2.750585066235494,.1923511451940844,6.150198603531083,Xc
a0000579,3.012229603497146,.07792992239617065,11.01926060673781,K
a0000581,3.210464467868041,.03394337121996445,21.89759179243833,Xk
a0000584,2.373760014677803,.2334708441286925,10.72379923088417,Sl
a0000586,3.045642509346893,.06155855151836415,1.62804299591302,Ch
a0000592,3.021559097756197,.1330712730879206,10.17520147079415,K
a0000596,2.92875153025549,.1633217245674881,14.66140049374208,T
a0000597,2.670482708691551,.1452403262776474,12.8045471461255,S
a0000598,2.761362067681594,.2499755166490121,12.22817592170819,X
a0000599,2.773857790401332,.2918314849120339,16.70761930225626,K
a0000600,2.660643774255166,.05641363133822642,10.20008560160013,S
a0000601,3.13526587895002,.1036789799315304,16.14268033840834,C
a0000604,3.148177634564236,.1978529250024115,4.419131987756203,Xc
a0000606,2.587226662793261,.2201582539439779,8.599496352664266,K
a0000611,2.977298235329067,.1225075252359454,13.44622402940088,L
a0000614,2.69320564775636,.1105977465784857,7.027043028321271,C
a0000622,2.414335074525769,.2431775446961234,8.637032180789943,S
a0000625,2.644102511353843,.2282443592080257,12.07985582030923,Sa
a0000626,2.572984614446916,.2428828188928609,25.37154104876746,Xc
a0000627,2.900852471922267,.05816667828935185,6.47246241734667,X
a0000629,3.143345429153584,.1539514931094254,9.258285040866923,X
a0000631,2.793201756463257,.08184125459106582,18.91739463853616,S
a0000633,3.018797790415748,.08350841818720467,10.90143312886764,S
a0000634,3.051860009698824,.1824198589006784,12.2813949281621,X
a0000638,2.735272755487279,.1591211927072923,7.713348799843816,Ch
a0000642,3.197463736471133,.1227149142962967,8.149713474546761,L
a0000649,2.545743517664792,.2789832239602233,12.71548307586612,Sq
a0000653,3.014321352209415,.03960317046850925,11.29158199319237,K
a0000654,2.297174525730221,.2311441525898676,18.12626697537425,Ch
a0000661,3.018485024193405,.0345191593363908,9.227519252216915,K
a0000668,2.792565447510919,.2357306422510307,6.843624190705635,Ch
a0000670,2.801493919957537,.1939902169087601,7.535634207373269,S
a0000671,3.092851178654039,.06675612713874932,8.027050301804877,Xk
a0000673,2.81415888629887,.01085732197321643,2.877536084808481,S
a0000674,2.922543819304666,.1954532267742769,13.50979842894133,S
a0000675,2.768576648430407,.2036249293518686,9.804560322611856,S
a0000677,2.954479155466407,.05050954040228058,8.486978086063298,Sl
a0000678,2.572502834034129,.219212892392646,6.094317866320837,X
a0000679,2.588806477163653,.3095020849490375,24.39667450411189,K
a0000687,2.720867888479912,.272652741369294,14.87941729415748,X
a0000688,2.698118338085801,.1398581443396373,10.24252326755289,C
a0000702,3.192326702405168,.01724409997308047,20.60222856268512,B
a0000704,3.057946071879848,.1546583254707291,17.30973948004646,B
a0000705,2.923332712393941,.04975219454106821,25.01382476223121,C
a0000706,2.729305673728577,.1941887485020544,14.42896754709458,Cgh
a0000712,2.574431174344683,.1870192838756406,12.76498779090999,X
a0000713,3.403631883416446,.1565712467233031,10.34748200009577,C
a0000715,2.768284172126311,.08288022480216199,13.8197603940233,X
a0000716,2.81491190880378,.08634770818311908,8.480344514080834,S
a0000718,3.057098919200518,.1991971857375383,6.928381538787997,X
a0000720,2.88606102199224,.01874989286621452,2.354189211899344,Sq
a0000723,2.992900015378305,.05471421782856038,4.989675556612596,C
a0000729,2.759228645186373,.0975701534253393,18.04930635597078,L
a0000731,2.988401566877765,.1407382705590138,10.68843681161033,Xe
a0000735,2.729290692214684,.321653289551057,16.879020431728,Ch
a0000737,2.589509761866871,.2452825046837256,12.36892488797282,S
a0000739,2.736688641216836,.1439264288043708,20.66199874063399,X
a0000741,2.71932920314379,.07046543995072803,8.413727705560035,X
a0000742,3.013302878258973,.1176032773747528,11.21826318416116,K
a0000743,2.793264117491451,.05941360641921246,4.834526672989338,Ch
a0000747,3.005864082446925,.3392297216891925,18.18137323106299,C
a0000749,2.243848419044985,.1729982797782546,5.394244098277142,S
a0000751,2.550518591005265,.1525922833416111,15.60768176550673,Ch
a0000753,2.328706124738873,.221376252417736,10.08980072440712,L
a0000754,2.988138237974052,.04932945721151787,24.53604079610988,Ch
a0000757,2.373002510414695,.1096207874390063,8.168654731623969,Xk
a0000759,2.618480300339623,.2055110358204,19.90405276175002,X
a0000767,3.122286470733909,.1819183399729583,2.412029499376644,B
a0000771,2.653594415180581,.2473380112823969,14.92813782594492,X
a0000773,2.858010777946819,.07874931045837129,16.66643614084973,T
a0000776,2.931359267698592,.1650641313706664,18.23708118979023,Cgh
a0000779,2.662977471573964,.227651266328809,14.58227694143832,X
a0000781,3.217018740931162,.11686646062018,19.15550751173383,Xc
a0000782,2.179954642840572,.0388264556205199,5.261485816349836,Sl
a0000783,2.342281087591702,.2297360352481874,9.341015974207437,C
a0000784,3.096713564063354,.2426733613176234,12.28325500466375,C
